"fat" "protein" "pH"
-0.000328117 -0.00024567 -0.001103804
4.99e-05 -8.95e-05 -0.000168503
-8.36e-05 -0.000181491 -0.000136769
1.34e-05 -0.000275707 -4.73e-05
-6.22e-05 -0.000493053 -3.81e-05
-0.000118689 -7.89e-05 -6.15e-05
-0.000153886 8.89e-06 -0.00022702
-0.000316659 -5.26e-05 -0.000120918
-0.00036733 -4.86e-05 -0.000170859
-3.42e-05 -0.000328911 7.2e-06
-1.81e-05 -9.64e-05 -0.000170158
-1.18e-05 -4.4e-05 9.61e-05
-3.6e-05 -1.02e-05 -2.8e-06
7.93e-05 5.28e-06 8.9e-07
0.000178256 0.000147805 4.72e-05
0.000148146 0.000125019 4.16e-05
-3.41e-05 -8.45e-05 0.000114035
0.000138001 1.56e-05 0.000137048
6.55e-05 3.51e-05 -1.75e-05
8.06e-05 1.2e-05 -6.86e-05
-2.14e-05 -0.000370203 0.000254378
9.15e-06 -0.000632947 0.000142823
5.13e-05 -0.000158165 -8.51e-05
0.000108731 6.69e-06 2.81e-05
-9.13e-05 2.73e-05 -1.83e-05
-0.000213806 -0.000122699 -8.19e-05
9.72e-05 -3.67e-05 3.58e-05
-8.49e-05 -7.77e-05 3.7e-05
1.73e-05 -9.29e-05 1.1e-05
0.000211071 0.000455411 0.000213858
-7.16e-05 -1.7e-06 4.48e-05
-3.1e-05 6.34e-05 6.97e-06
-2.75e-05 6.76e-05 1.74e-05
-4.03e-05 2.15e-06 -1.71e-05
-0.000240609 1.33e-05 -6.13e-05
0.00014039 0.000161237 1.58e-06
4.46e-05 -3.98e-05 1.35e-05
-0.000143919 -0.000341696 -8.14e-05
-1.52e-05 9.92e-05 5.14e-05
-2.63e-05 -4.5e-05 0.000160919
-4.68e-05 -0.00011599 -0.000128965
2.8e-05 -7.11e-05 -6.4e-05
-2.11e-05 -2.38e-07 -8.47e-05
-0.000151455 -0.003822785 1.43e-05
-3.76e-05 3.59e-05 5.57e-06
-2.79e-05 -9.04e-05 8.02e-05
1.4e-05 0.000137133 9.7e-05
1.49e-05 2.04e-05 5.38e-05
-9.32e-05 -3.1e-05 -0.000168834
0.000111331 1.75e-06 3.15e-05
-0.000126365 -6.33e-05 -7.77e-05
8.22e-05 0.00022872 8.7e-05
-0.000137215 -4.84e-06 -8.17e-06
-0.00015611 -0.000258316 7.25e-05
-2.54e-05 -3.94e-05 0.000276934
-2.86e-05 6.96e-05 -7.03e-05
-6.42e-05 -2.2e-05 -7.93e-05
-8.29e-05 -6.23e-05 8.05e-07
8.16e-05 2.14e-05 -2.72e-06
-3.64e-05 -2.7e-07 0.000251181
-8.59e-05 -9.16e-05 3.9e-05
3.53e-06 2.72e-05 -6.14e-05
-5.28e-06 5.06e-05 -1.09e-05
-8.83e-05 -8.73e-05 6.97e-05
-2.08e-05 -3.36e-05 -0.000220202
3.96e-06 -4.43e-05 -0.00026607
-9.31e-05 -0.000117865 -2.76e-05
0.000112688 -2.88e-05 -4.48e-06
4.07e-05 -9.44e-05 1.95e-05
0.000181704 -5.03e-05 -0.000169738
0.000123767 -7.3e-05 -0.000104315
0.000107973 0.000156803 -7.58e-05
-3.02e-05 6.99e-05 3.98e-05
0.000223157 7.01e-07 -5.92e-05
-7.88e-05 -0.00105326 -0.000282429
4.92e-05 -0.000109987 9.37e-05
-1.07e-05 -9.61e-05 -8.68e-05
0.000149889 0.000182612 4.63e-06
8.78e-07 -0.000144812 0.000111681
-3.1e-05 -0.000202857 3.41e-05
-5.54e-05 -1.13e-05 0.000133826
-0.000101018 0.000161021 -3.58e-05
-9.1e-05 0.00014921 -2.99e-05
-9.79e-05 5.24e-05 -0.000275186
4.44e-05 3.17e-05 8.74e-05
0.000108907 -0.00017837 1.28e-05
0.000115983 -0.000163857 7.34e-06
3.02e-05 -0.00012428 -3.83e-05
4e-05 2.14e-05 0.000181816
2.77e-06 -2.7e-05 -0.000168715
-7.7e-05 3.99e-05 0.00026739
9.96e-05 0.000267498 -3.41e-05
-6.03e-06 -5.82e-05 -7.92e-05
-6.32e-05 5.66e-05 -6.28e-05
-3.91e-05 -2.17e-05 9.16e-05
-3.6e-05 6.61e-06 9.45e-05
-3.93e-05 -2.14e-05 9.81e-05
-3.09e-05 1.48e-05 0.000124864
-0.000108615 3.41e-05 -0.000253445
-3.87e-05 9.97e-05 3.69e-05
-5.62e-05 8.76e-05 -0.000623266
-1.07e-05 8.24e-05 7.32e-05
-2.26e-05 2.88e-05 6.45e-05
-1.61e-05 -7.11e-05 -9.78e-05
4.78e-07 -5.86e-05 4.35e-05
-8.65e-06 0.000166079 1.72e-05
-1.05e-05 0.000161436 1.38e-05
-9.84e-06 0.00010534 -2.99e-06
-0.000161288 -2.89e-05 -9.22e-05
-4.93e-05 3.04e-06 -0.000119997
-7.67e-05 -7.25e-06 -0.000117859
-1.41e-05 4.07e-05 9.4e-05
-0.000171802 1.7e-06 -0.000735786
-0.000113443 -2.71e-05 -0.000642008
-0.000132484 -2.88e-05 -0.000329963
-5.51e-05 8.04e-06 -0.000272305
8.8e-05 2.57e-05 5.5e-05
-8.89e-05 -7.31e-05 -0.000201316
1.27e-05 7.89e-05 9.77e-05
1.04e-05 7.11e-05 4.99e-05
1.31e-05 5.64e-05 -9.67e-06
-2.8e-05 2.6e-05 -0.000268916
-9.84e-06 -0.00011615 7.35e-05
2.14e-06 -9.08e-06 -0.00014048
-1.18e-05 -7.06e-06 -8.76e-05
-2.94e-05 7.12e-05 -1.77e-05
0.000152281 0.000102046 8.86e-05
5.54e-05 6.01e-05 3.2e-05
-0.00013295 -0.000218046 -8.87e-05
-0.000131588 -1.24e-05 -6.75e-05
-3.57e-05 0.000136193 5.63e-05
7.61e-05 9.69e-05 -0.000172509
7.69e-05 -2.44e-05 8.2e-05
5.56e-06 9.6e-05 9.67e-05
2.5e-05 4.82e-05 0.000118511
-7.82e-05 0.000116627 3.95e-05
6.06e-05 -0.000124734 -6.51e-05
-1.86e-06 -2.61e-05 9.28e-05
-1.24e-05 -2.87e-05 -5.44e-05
-2.6e-05 -6.22e-05 -5.18e-05
-2.54e-05 -4.01e-05 -4.72e-05
0.000299552 0.000282845 -0.000145876
-3.42e-06 4.32e-06 8.16e-05
9.17e-06 -5.86e-05 5.81e-05
8.63e-08 -7.05e-05 5.02e-05
-3.36e-05 -0.0001342 2.59e-05
-2.54e-05 -8.63e-05 4.48e-05
7.53e-05 7.71e-05 -0.000167825
-1.86e-05 2.08e-05 3.5e-05
-5.25e-05 -8.93e-05 0.000121848
7.01e-05 0.000186267 -7.04e-05
-5.33e-05 8.68e-06 0.000185082
4.1e-05 0.0001139 -0.00021711
-3.8e-05 -0.000301385 -8.27e-05
-3.52e-05 9.37e-05 -4.2e-05
2.55e-05 3.29e-05 5.25e-05
7.57e-05 3.73e-05 -7.43e-05
0.000161485 0.000242198 2.22e-05
2.26e-05 -7.34e-05 -7.27e-05
8.26e-06 -7.06e-05 -6.04e-05
8.31e-06 -7.1e-05 -6.57e-05
-2.24e-05 -0.000187944 -5.97e-05
-2.47e-05 -0.000383484 -7.99e-06
8.13e-05 6.26e-05 -0.000105155
-8.93e-05 -0.001004983 -6.14e-05
-7.22e-05 -0.000111648 -0.000279976
-0.000112331 -0.000239556 4.64e-05
1.7e-05 -0.000126937 -4.78e-05
0.000136604 0.000119253 0.000110835
5.57e-05 0.000244354 -5.67e-06
0.000159304 0.000207354 3.57e-05
-2.45e-05 -8.87e-05 -5.24e-06
-5.77e-05 7.58e-07 -6.01e-05
4.11e-06 0.000321948 2.84e-05
-5.52e-05 -7.97e-05 -7.91e-05
-7.31e-07 -0.000273314 -2.98e-05
-9.64e-05 -0.000144487 1.29e-05
-1.44e-05 -1.2e-05 -0.00011444
8.38e-05 -3.32e-05 -0.000134102
-1.8e-05 0.000142125 -1.95e-05
1.85e-05 -0.000170248 -7.52e-05
-9.64e-05 0.000127217 3.56e-06
0.000147265 0.000444337 -2.87e-05
4.13e-05 -3.13e-05 3.36e-05
3.49e-05 -0.000170231 -6.66e-05
-6.93e-05 8.37e-05 -0.000350723
8.69e-05 0.000139851 -0.000177745
-8.62e-05 -0.001414613 -5.66e-05
-9.82e-05 -0.000128598 -0.000150654
-0.000213461 -0.000139333 8.3e-05
-3.4e-05 0.00032911 -3.25e-05
4.64e-06 -0.000804532 -3.64e-05
-1.83e-05 -4.05e-05 9.24e-05
5.01e-06 0.00033311 4.91e-06
2.65e-06 0.000624929 -9.7e-05
-0.000100511 -0.00222313 -6.99e-06
-6.11e-06 8.83e-05 -7.41e-05
-5.61e-05 0.000154861 -0.001091589
-0.000295187 5.83e-05 -4.19e-05
2.08e-05 0.000221152 -5.91e-05
7.14e-05 5.77e-05 1.08e-05
4.52e-05 9.26e-05 5.5e-05
-0.000134742 0.000263627 0.000113704
-4.02e-05 7.94e-05 2.55e-05
-2.97e-05 0.000122108 7.61e-05
-4.38e-05 0.000234325 0.000630481
2.38e-05 0.001937649 0.000278002
3.54e-05 0.001244374 0.000237219
-1.39e-05 0.000206651 0.000327011
9.4e-05 -0.000170247 0.000178323
-4.41e-05 0.000131455 3.55e-05
-1.29e-06 -5.46e-05 0.000137047
-2.3e-05 -6.01e-05 0.00015849
-0.00013121 -8.06e-05 1.49e-05
-6.04e-05 -8.37e-06 -4.16e-05
-8.26e-05 1.73e-05 -4.98e-07
-0.000183136 -0.000162539 -7.8e-05
0.000219026 7.17e-05 5.55e-05
4.38e-06 -0.000291354 7.79e-05
6.42e-05 5.46e-06 -0.000138569
-5.64e-05 -4.07e-05 0.000197275
-9.16e-05 -6.32e-06 0.000701275
-0.00010396 1e-05 -2.43e-05
-0.000201774 -6.74e-05 4.97e-05
6.3e-05 -0.000119772 9.7e-05
1.96e-05 -1.95e-05 -0.000102298
7.55e-05 -8.41e-05 -0.000138931
0.000108988 -8.23e-05 -0.001358653
5.37e-05 0.000271254 -5.36e-05
0.000137274 -1.98e-05 -0.000276522
-5.88e-05 4.94e-05 0.000256954
-0.000102667 -0.000129499 1.67e-05
9.26e-05 -0.000400537 -0.000522901
3.12e-05 -1.83e-05 -0.000304595
-7.43e-05 -1.89e-05 -2.54e-05
3.47e-06 -0.000189721 -0.000110641
-5.82e-05 -0.000332762 -0.000289266
5.21e-05 0.000103631 1.4e-06
-6.23e-05 -0.00030479 -0.000437765
-4.43e-05 5.54e-05 -3.3e-06
0.000134424 7.9e-06 3.82e-05
9.91e-05 8.16e-05 7.9e-05
1.44e-05 -0.00020629 -0.000133259
-4.07e-05 5.07e-05 5.81e-05
9.54e-05 -0.000142994 -0.000449682
6.89e-05 0.000141139 5.73e-05
0.000103627 -9.23e-05 -9.85e-05
3.74e-06 8.53e-07 -9.74e-05
-4.16e-05 -0.000117821 0.000116183
1.04e-05 5.65e-05 0.000395297
-0.000131467 -8.96e-05 6.17e-05
-3.27e-05 -5.53e-06 -6.42e-05
6.29e-05 0.000158333 -1.99e-05
7.64e-05 0.000156362 -4.53e-05
-0.000192674 2.08e-05 -9.47e-06
-7.3e-05 1.13e-05 -3.24e-05
-0.000112771 -6.18e-06 -0.000150124
-1.91e-05 0.000165888 7.15e-07
0.000108062 -0.000109729 0.000148063
0.000108212 -0.000101081 0.00014261
0.000107879 -0.000104105 0.000138738
6.02e-06 -1.94e-06 -9.4e-06
-1.46e-05 -0.000179074 6.66e-05
-3.84e-05 8.12e-05 -0.000260683
-1.09e-05 -1.43e-05 -0.000131275
9.14e-05 8.86e-05 -1.21e-05
3.82e-05 0.000171899 0.000115938
3.18e-05 3.67e-05 -4.02e-05
2.53e-05 4.89e-05 -5.22e-05
-2.08e-05 0.000149834 8.72e-05
5.62e-06 -8.27e-05 0.000172429
9.92e-06 0.00102079 -0.000200136
2.25e-05 0.000511717 -1.66e-06
-7.36e-05 1.36e-05 9.76e-06
-5.49e-05 4.04e-05 5.12e-05
-7.13e-05 1.34e-05 1.08e-05
-0.000141172 -0.000184566 -4.75e-05
-6.65e-05 1.21e-05 1.84e-05
8.55e-06 4.15e-05 -2.63e-05
0.000130611 -9.41e-05 2.3e-05
-2.07e-05 1.52e-05 -0.000133966
9.54e-06 -2.95e-05 -8.87e-05
-0.000163388 -5.59e-06 9.6e-05
-0.000171621 -0.000318425 1.45e-05
2.2e-05 1.91e-05 -0.000704659
-7.21e-05 0.000100998 -8.67e-05
7.84e-06 -1.84e-05 -9.99e-05
-2.37e-05 -0.000151834 -0.000322102
4.94e-05 -4.37e-05 -8.01e-05
-2.08e-05 -3.05e-05 -0.000209043
-6.88e-05 -0.0001196 2.94e-05
-2.48e-05 2.37e-06 -0.000138206
-0.000143864 -8.55e-06 1.12e-05
-6.64e-05 0.000149931 -5.26e-05
2.53e-05 -1.22e-05 1.55e-05
4.9e-05 -1.45e-05 6.52e-05
-0.00015818 -5.57e-05 0.000187314
-1.72e-05 -0.000172842 3.83e-05
3.11e-05 4.48e-05 9.33e-05
4.3e-05 9.19e-05 0.000117384
4.32e-05 8.98e-05 0.000122479
-0.000194509 -0.000167666 0.000107678
4.51e-05 2.03e-05 -6.15e-06
-4.05e-05 7.37e-05 8.41e-05
-3.51e-05 6.36e-05 -8.12e-05
0.000146822 -0.000204143 -0.000422808
0.000583907 -3.31e-05 -4.52e-05
0.00048454 5.45e-06 -3.41e-05
-5.71e-05 5.1e-05 -0.000176223
1.05e-05 0.000123915 -0.000132787
0.000258975 6.68e-05 -8.72e-06
9.61e-05 3.43e-05 0.000331499
0.0001707 0.000105424 0.001543672
6.22e-05 4.51e-05 0.00037038
-3.11e-05 4e-05 -9.15e-05
2.22e-05 -3.93e-06 -0.000741738
-5.75e-05 -6.02e-05 6.23e-05
2.26e-05 -2.38e-05 -0.000138567
-7.58e-05 -6.26e-05 1.12e-05
-0.000144738 -5.25e-05 9.17e-08
1.51e-05 -6.03e-05 -0.000172519
0.000261435 -1.3e-06 -5.54e-05
0.000171761 -9.26e-06 -2.77e-05
-0.000146902 -8.16e-06 -4.7e-07
-0.000107152 -0.000162787 -9.5e-05
0.000351271 7.16e-05 -3.26e-06
6.11e-05 -8.19e-05 -0.000188573
0.000227963 2.56e-06 -4.6e-05
9.78e-05 -4.01e-05 -7e-05
5.27e-06 3.7e-05 -0.000298761
-7.24e-05 0.000102353 -0.00046258
5.19e-05 -6.32e-05 -7.18e-05
4.92e-05 -8.31e-05 -1.19e-05
-0.000177368 -0.000115266 -0.000773969
-0.000175577 0.000206354 1.78e-05
2.21e-05 -6.32e-05 -2.86e-05
-9.99e-05 -1.37e-05 -5.5e-05
0.000116506 -0.000212297 -0.000138669
0.000114435 -0.000291297 1.51e-05
3.67e-05 6.38e-05 -5.63e-06
-9.06e-05 -1.08e-05 8.51e-05
-9.48e-05 -0.000142447 -1.79e-05
-5.2e-05 -0.001259025 -0.000124537
3.21e-05 -3.01e-05 -0.000166015
2.04e-05 -3.14e-05 6.03e-05
1.98e-06 -4.88e-05 0.000127325
4.97e-06 -1.4e-05 0.000150069
-8.61e-05 -6.98e-05 -2.66e-05
-2.3e-05 -0.000103818 0.000131821
3.68e-05 -4.93e-06 0.000136468
-0.000115815 -7.11e-05 -0.000374237
-9.51e-05 -0.000111115 0.000114972
-9.54e-05 -0.000112745 0.00011443
8.33e-05 8.55e-05 -7.92e-05
-0.000116369 -0.000514615 5.2e-05
1.46e-05 9.46e-06 -3.65e-05
-0.000154814 -6.33e-06 -0.000464559
-9.01e-05 -0.000403745 1.35e-05
-9.82e-05 -7.99e-05 -0.000142913
-0.000114127 -0.000248184 2.53e-05
3.5e-06 -0.000490556 0.000273823
-1.55e-05 -1.73e-05 0.000129436
-7.57e-05 -4.97e-05 -5.59e-05
-9.69e-05 -3.98e-05 -6.98e-05
-4.65e-05 -3.36e-05 0.000289696
0.000123193 2.12e-07 0.000207869
6.5e-05 0.000372196 -7.31e-05
-6.14e-05 9.51e-05 -6.25e-05
-5.66e-05 8.53e-05 -5.72e-05
6.19e-05 0.000207468 7.58e-05
2.89e-06 0.000219634 7.82e-05
-0.000167799 2.31e-05 -0.000166482
-9.79e-05 8.88e-05 -0.000205727
-8.82e-05 9.32e-05 -0.000150736
-7.22e-05 8.51e-05 -0.000210793
-9.39e-05 2.8e-05 2.33e-05
-3.27e-05 -1.99e-06 5.81e-05
0.000106191 0.000165245 -6.5e-05
0.000136121 -0.00012605 2.74e-05
0.000145251 0.000728692 5.42e-05
3.08e-05 0.000364814 -2.59e-05
-3.03e-06 9.01e-06 -0.000207679
-2.96e-05 0.000132824 -0.000124449
-0.000109487 -0.000699763 6.2e-05
6.51e-05 -5.12e-05 -1.44e-05
-4.13e-05 -9.11e-05 -0.000178544
4.82e-05 -3.33e-05 0.000112378
4.09e-05 -2.73e-05 9e-05
4.53e-05 -2.48e-05 9.51e-05
5.28e-05 0.000133774 4.38e-05
-5.22e-05 -0.000125557 -5.94e-05
7.58e-05 2.75e-05 1.09e-05
7.35e-05 2.44e-05 1.11e-05
7.44e-05 2.32e-05 1.34e-05
4.5e-05 9.88e-05 4.6e-05
-2.96e-05 0.000527113 -0.000236358
-3.95e-05 -6.59e-05 -3.73e-05
-0.000175341 -0.00038713 0.00011526
4.05e-06 -0.000434297 0.000131937
-0.000169181 -2.35e-05 -0.000106707
4.62e-05 3.73e-07 3.13e-05
4.12e-05 6.52e-05 -0.000102573
-6.91e-05 -9.53e-05 -0.000151771
-8.89e-05 -0.00031921 7.76e-05
-0.000110258 0.000120929 -0.000160658
1.9e-05 0.000117342 -0.000168278
6.57e-06 -3.24e-05 -9.97e-05
-0.000220982 1.75e-05 -0.000151606
-0.00012243 0.000182923 -8.87e-05
-0.000113726 8.42e-05 -4.57e-05
3.6e-05 3.66e-05 -3.5e-05
-6.79e-05 0.00013777 -0.00011453
-1.71e-05 0.000159448 6.21e-05
-0.000101197 2.22e-05 -6.45e-05
-4.12e-05 -1.91e-05 -8.25e-05
-2.91e-05 -2.73e-05 -0.000160752
3.41e-05 0.000139228 3.9e-05
1.93e-05 0.000154201 -6.89e-05
-0.000138816 3.14e-05 0.000134998
-6.55e-05 9.38e-05 2.65e-06
-0.000110359 -0.000548764 -0.000123521
-0.000143623 3.76e-05 -8.86e-05
-0.000135331 5.3e-05 -7.16e-05
-1.23e-05 3.86e-05 -6.7e-07
-7.3e-05 -5.24e-06 -0.000127829
-6.99e-05 3.13e-06 1.03e-05
-8.31e-05 -0.000105765 0.00011495
-7.63e-05 9.28e-05 -6.65e-05
-2.24e-05 0.000146889 4.96e-06
9.09e-06 -1.22e-05 6.68e-06
-2.01e-05 -0.000555033 4.7e-05
4.39e-05 8e-05 -5.21e-05
-0.000131277 6.97e-06 8.56e-06
-4.26e-06 -4.97e-05 -2.3e-06
-2.16e-05 -9.45e-05 -0.000134165
-5.1e-05 -0.000101084 -0.000111466
-2.43e-05 7.54e-05 7.64e-05
-3.6e-05 0.00021633 -0.000153253
-7.09e-06 -6.35e-05 9.87e-05
-7.98e-05 -0.000244883 0.000203918
-1.33e-05 -0.0001499 0.000179636
-8.37e-05 -1.72e-05 -0.000177167
-8.64e-05 -1.54e-05 -0.000182008
-5.58e-05 -4.29e-05 -0.000407625
-3.73e-05 -9.14e-05 -9.54e-05
-5.99e-05 -0.000192568 0.000279907
-6.74e-05 -1.44e-05 -4.33e-05
2.45e-06 6.85e-06 -0.000227958
-0.000109249 -0.000101618 -0.000108018
-4.04e-05 -0.00012734 -3.51e-05
-1.82e-05 0.000317803 0.000146111
-1.26e-05 0.000412825 0.000114344
7.51e-05 2.52e-05 1.78e-05
3.25e-05 9.41e-05 -4.06e-05
2.44e-05 -0.000118658 0.000418029
5.1e-05 0.000124257 -7.86e-05
5.6e-06 3.07e-05 -0.000226776
3.61e-05 2.96e-05 -0.001004362
-3.69e-05 -0.000164459 -5.06e-05
1.2e-05 8.06e-06 7.77e-05
-0.000112844 -3.89e-05 -4.2e-05
-0.000118198 -7.52e-05 1.6e-05
9.48e-05 1.37e-05 -4.42e-06
0.000116024 9.37e-05 4.86e-06
8.34e-05 0.000254466 -5.35e-06
9.51e-05 0.000172346 2.34e-05
-8.07e-05 1.81e-05 3.1e-05
6.52e-05 0.000202492 6.01e-05
-3.29e-06 -7.69e-05 -2.61e-05
0.000131047 0.000139916 7.33e-05
1.76e-05 -4.01e-05 2.05e-05
-9.33e-05 -8.24e-05 -5.14e-05
-9.29e-05 -3.23e-05 7.94e-05
-6.22e-05 -2.15e-05 -5.06e-06
0.00022205 4.31e-05 0.000128203
0.000104577 -6.15e-05 2.17e-05
4.16e-05 0.000241945 0.000163344
-3.5e-05 6.84e-06 -3.02e-05
-0.000140423 -0.000139348 -8.48e-05
-5.38e-05 5.25e-05 -0.000171471
-5.96e-05 4.4e-05 -0.000170168
8.15e-06 3.78e-05 1.44e-05
5.73e-06 0.000104848 -5.63e-06
9.8e-05 0.000135012 -4.14e-06
4.24e-05 8.87e-05 9.43e-06
9.46e-05 -0.000142513 0.000143615
6.56e-06 -9.94e-05 0.000142746
2.17e-05 -8e-05 0.000213032
0.000117842 0.00034476 -1.81e-05
0.000123672 0.000375393 -7.6e-06
0.000163427 0.001236864 -3.94e-05
7.71e-05 0.000105029 -5.78e-05
4.73e-06 -0.000109733 6.11e-05
5.38e-05 -5.06e-05 4.46e-05
-7.05e-05 -7.96e-05 -0.000106953
-4.1e-05 3.59e-06 -0.000344918
0.000169978 0.000522433 0.000145412
-8.48e-05 2.46e-05 -0.000113327
-6.09e-05 -4.52e-05 0.000240825
-7.58e-05 -0.000186928 0.000332394
-8.19e-05 2.65e-05 -0.00010636
-2.37e-05 -0.00129955 0.000190085
-0.000159749 -1.01e-05 -0.000152749
-6.02e-05 0.000167314 -3.75e-05
-0.000101799 -0.000377311 0.000119548
-0.000115353 -0.00031657 7.92e-05
-0.000129091 -0.00011846 -5.7e-05
-0.000220757 -0.000163876 9.17e-06
0.000178004 -0.000185274 0.000256156
0.000371983 0.000135941 -3.77e-05
-0.000196786 4.25e-05 -0.000131
8.5e-05 -0.000478072 1.07e-05
2.84e-05 6.38e-05 -0.000443981
0.000199439 -6.1e-05 0.000145321
-0.000155859 7.93e-05 -6.34e-06
0.000102037 9.09e-06 -1.14e-06
7.37e-05 -6.14e-05 -0.000108196
2.15e-05 0.000399071 -7.67e-05
2.95e-05 2.24e-05 6.69e-05
-5.03e-06 -2.43e-05 5.88e-05
-0.000152228 -8.97e-05 -0.000139759
4.92e-06 -0.000111603 -0.000383195
-0.000101182 0.000140221 -0.000141587
5.57e-06 -9.67e-05 -5.38e-05
4.64e-05 -7.12e-05 -0.000202833
0.000132619 -0.000133094 0.000138581
7.41e-05 5.69e-05 -5e-05
7.86e-05 0.000108211 -8.93e-05
8.14e-05 0.000113601 -9.42e-05
-0.000290661 4.55e-05 -0.000128722
5.9e-05 9.17e-05 9.04e-05
-0.000177747 9.9e-05 -0.000194187
5.55e-05 -5e-05 -0.000113037
5.23e-05 -0.00012298 -0.000155496
4.96e-05 -0.000132465 -0.000155437
4.9e-05 -0.00012778 -0.000158257
-9.98e-06 5.29e-05 0.000269615
9.91e-05 -3.88e-05 4.25e-05
-1.97e-05 -0.000231385 4.27e-05
7.22e-05 5.14e-05 -0.000158777
-1.69e-05 -0.000349604 4.32e-05
-6e-05 0.000117006 -0.000318757
9.78e-05 -4.99e-05 1.82e-05
-3.93e-05 -2.74e-05 -0.000103935
0.000102818 -0.000119786 6.22e-05
-9.69e-05 -4.27e-05 7.46e-05
0.00010392 0.000107492 -0.000265484
-2.77e-05 -0.000319516 0.000202464
-1.66e-05 0.00016015 -0.000170831
2.84e-05 0.000184422 1.74e-05
-8.3e-05 -6.93e-05 0.000183816
0.000113737 -0.000369117 9.28e-05
-0.000120943 -0.000105895 0.000153988
-0.000145577 4.22e-05 5.93e-05
0.000116293 -0.000149062 6.89e-05
0.000102426 2.52e-05 2.32e-05
-1.62e-05 0.000333493 -0.000263514
-7.74e-05 0.000505081 -0.000118524
0.000113929 9.04e-06 0.000102523
-4.69e-05 -0.000199676 -3.76e-05
8.24e-05 -2.58e-05 0.000175844
6.86e-05 -2.95e-05 0.00019678
9.16e-05 9.44e-05 0.000297148
5.47e-05 -9.98e-05 0.000107584
3.83e-05 -2.92e-06 0.000191718
-2.02e-05 -7.98e-05 -5.93e-05
-6.44e-05 -6.05e-05 -0.00022907
-7.76e-05 0.000165106 0.000244093
4.68e-05 0.000119628 -0.000243416
2.26e-05 0.000121448 5.51e-05
-0.000105634 1.32e-05 -2.37e-05
-3.65e-05 0.000321924 2.19e-05
4.1e-05 -8.1e-05 -4.34e-06
8.69e-05 4.29e-05 8.74e-05
-0.000562321 3.24e-05 -0.000163826
-4.54e-05 1.67e-05 -6.8e-05
8.34e-05 0.000208291 -7.19e-05
-0.000153662 3.3e-06 -9.48e-05
0.000103302 3.69e-05 -0.000142669
-2.43e-05 -8.17e-05 -5.56e-05
0.000190511 -9.49e-05 6.46e-05
5.08e-06 0.000151103 1.73e-05
5.23e-05 0.000445727 -3.2e-05
-9.43e-05 0.000190121 -7.23e-05
-4.25e-05 -1.79e-05 7.31e-05
9.2e-05 6.77e-05 6.75e-05
0.000111055 0.000103125 7.43e-06
8.23e-06 5.44e-05 -0.000240526
-7.33e-05 0.000193407 -0.000351781
-0.000159764 0.000107851 -0.000280306
-0.000121675 0.000101112 -0.000463167
-2.7e-05 4.18e-05 1.88e-05
-0.000422334 7.93e-05 -6.77e-05
6.52e-05 -9.8e-05 -1.58e-05
4.88e-05 -3.5e-06 -3.46e-05
-7.54e-05 -6.51e-05 -0.000173541
3.25e-05 2.82e-05 0.000107319
-7.8e-05 8.03e-05 6.45e-06
-5.32e-05 -6.38e-05 -8.49e-05
2.53e-05 -8.35e-05 -1.66e-05
1.93e-05 -6.3e-05 -3.6e-05
3.15e-05 -4.24e-05 -1.45e-05
-0.000114861 -3e-05 5.04e-05
-3.32e-05 -0.000167788 1.89e-05
-7.58e-05 0.000227842 5.97e-05
-4.79e-05 0.000362431 -8.68e-05
-7.88e-05 5.79e-05 -4.78e-05
2.25e-05 0.00018645 1.47e-05
2.71e-05 9.48e-05 9.59e-05
4.08e-05 -0.000102583 6.72e-05
-8.6e-05 3.51e-05 0.000143796
8.34e-05 7.84e-05 -3.14e-05
-3.14e-06 8.65e-05 -4.39e-05
-8.41e-05 6.95e-05 -3.25e-05
-7.07e-06 3.19e-07 -0.000344174
-5.4e-05 2.5e-05 0.000152989
6.73e-05 -0.000115423 -0.000379353
4.59e-05 -9.53e-05 0.000140022
2.51e-05 -4.43e-05 1.32e-05
-9.32e-05 3.26e-05 0.000127737
-6.72e-05 -0.000242986 2.49e-05
8.15e-05 -0.000287148 -6.63e-05
-6.81e-05 7.31e-05 5.99e-05
2.14e-05 3.03e-05 -9.82e-06
9.82e-05 0.000172634 9.44e-05
4.97e-05 0.00023903 -2.28e-05
-0.000332914 -0.000432597 6.51e-05
-0.000125626 -3.39e-05 -2.37e-05
-7.81e-05 -0.000140701 0.000105191
6.09e-05 0.000150797 0.000247775
-5.72e-06 2.42e-05 -8.81e-05
5.55e-05 -2.32e-05 -7.21e-05
-1.95e-05 -7.81e-05 6.86e-05
-3.29e-05 -5.58e-05 -1.89e-05
-0.000162385 9.47e-07 -6.96e-05
2.62e-06 -1.22e-05 1.75e-05
-1.79e-05 1.87e-05 -1.61e-05
-4.94e-05 -0.00010879 0.000155262
-0.000137774 -0.000119755 4.94e-05
-2.74e-05 -6.4e-05 2.12e-05
-0.000115718 -0.000135001 3.36e-05
-4.31e-05 9.46e-05 -3.05e-05
-0.00010871 2.96e-05 -0.000109085
-8.7e-05 2.95e-05 -0.000102401
2.32e-06 4.03e-05 -8.45e-05
5.45e-05 -0.000216843 4.92e-05
0.000110548 -7.45e-05 -6.26e-05
-9.02e-05 -6.12e-05 -5.42e-05
